,Identification,, Pricing ,,Product Attributes,,,,,,,,,Site Status,,Shop Segmentation,Fulfillment,,Sales Operation,,,,,,,,,,,,,
Product Name,Variant Name,SKU, Retail Price , Sale Price ,Length (in),Width (in),Foam Thickness (in),Weight,Straps, Line Length (ft) , Color , Description , Image URL ,Live on site?,Woo ID,Which Shop?,Flat Rate,Oversized?,Opening Stock,Reorder Level,Labor Cost,Inventory Valuation Method,Brand,Is Returnable Item,Variant ID,Variant Type,Taxable,Product Type,Product ID,UPC,EAN,ISBN
PolePad,PolePad-Grey/4.5 in/138 in,POL-138-4.5-GRE, $ 276.40 , $ 248.76 ,138,4.5,,4.6,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056775,inventory,true,goods,,,,
PolePad,PolePad-Grey/4.5 in/144 in,POL-144-4.5-GRE, $ 282.15 , $ 253.94 ,144,4.5,,4.8,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056777,inventory,true,goods,,,,
PolePad,PolePad-Grey/4.5 in/150 in,POL-150-4.5-GRE, $ 287.90 , $ 259.11 ,150,4.5,,5,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056779,inventory,true,goods,,,,
PolePad,PolePad-Grey/4.5 in/156 in,POL-156-4.5-GRE, $ 293.65 , $ 264.29 ,156,4.5,,5.2,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056781,inventory,true,goods,,,,
PolePad,PolePad-Grey/4.5 in/162 in,POL-162-4.5-GRE, $ 299.40 , $ 269.46 ,162,4.5,,5.4,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056783,inventory,true,goods,,,,
PolePad,PolePad-Grey/4.5 in/168 in,POL-168-4.5-GRE, $ 305.14 , $ 274.63 ,168,4.5,,5.6,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056785,inventory,true,goods,,,,
PolePad,PolePad-Grey/4.5 in/174 in,POL-174-4.5-GRE, $ 310.89 , $ 279.80 ,174,4.5,,5.8,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056787,inventory,true,goods,,,,
PolePad,PolePad-Grey/4.5 in/180 in,POL-180-4.5-GRE, $ 316.64 , $ 284.98 ,180,4.5,,6,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056789,inventory,true,goods,,,,
PolePad,PolePad-Grey/4.5 in/186 in,POL-186-4.5-GRE, $ 322.39 , $ 290.15 ,186,4.5,,6.2,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056791,inventory,true,goods,,,,
PolePad,PolePad-Grey/4.5 in/192 in,POL-192-4.5-GRE, $ 328.14 , $ 295.33 ,192,4.5,,6.4,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056793,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/36 in,POL-36I-5IN-BLA, $ 195.93 , $ 176.34 ,36,5,,1.2,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056417,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/42 in,POL-42I-5IN-BLA, $ 204.55 , $ 184.10 ,42,5,,1.4,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056419,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/48 in,POL-48I-5IN-BLA, $ 213.18 , $ 191.86 ,48,5,,1.6,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056421,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/54 in,POL-54I-5IN-BLA, $ 221.80 , $ 199.62 ,54,5,,1.8,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056423,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/60 in,POL-60I-5IN-BLA, $ 230.42 , $ 207.38 ,60,5,,2,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056425,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/66 in,POL-66I-5IN-BLA, $ 239.04 , $ 215.14 ,66,5,,2.2,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056427,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/72 in,POL-72I-5IN-BLA, $ 247.66 , $ 222.89 ,72,5,,2.4,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056429,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/78 in,POL-78I-5IN-BLA, $ 256.29 , $ 230.66 ,78,5,,2.6,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056431,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/84 in,POL-84I-5IN-BLA, $ 264.91 , $ 238.42 ,84,5,,2.8,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056433,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/90 in,POL-90I-5IN-BLA, $ 273.53 , $ 246.18 ,90,5,,3,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056435,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/96 in,POL-96I-5IN-BLA, $ 282.15 , $ 253.94 ,96,5,,3.2,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056437,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/102 in,POL-102-5IN-BLA, $ 290.77 , $ 261.69 ,102,5,,3.4,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056439,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/108 in,POL-108-5IN-BLA, $ 299.40 , $ 269.46 ,108,5,,3.6,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056441,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/114 in,POL-114-5IN-BLA, $ 308.02 , $ 277.22 ,114,5,,3.8,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056443,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/120 in,POL-120-5IN-BLA, $ 316.64 , $ 284.98 ,120,5,,4,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056445,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/126 in,POL-126-5IN-BLA, $ 325.26 , $ 292.73 ,126,5,,4.2,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056447,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/132 in,POL-132-5IN-BLA, $ 333.88 , $ 300.49 ,132,5,,4.4,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056449,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/138 in,POL-138-5IN-BLA, $ 342.51 , $ 308.26 ,138,5,,4.6,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056451,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/144 in,POL-144-5IN-BLA, $ 351.13 , $ 316.02 ,144,5,,4.8,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056453,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/150 in,POL-150-5IN-BLA, $ 359.75 , $ 323.78 ,150,5,,5,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056455,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/156 in,POL-156-5IN-BLA, $ 368.37 , $ 331.53 ,156,5,,5.2,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056457,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/162 in,POL-162-5IN-BLA, $ 376.99 , $ 339.29 ,162,5,,5.4,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056459,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/168 in,POL-168-5IN-BLA, $ 385.61 , $ 347.05 ,168,5,,5.6,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056461,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/174 in,POL-174-5IN-BLA, $ 394.24 , $ 354.82 ,174,5,,5.8,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056463,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/180 in,POL-180-5IN-BLA, $ 402.86 , $ 362.57 ,180,5,,6,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056465,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/186 in,POL-186-5IN-BLA, $ 411.48 , $ 370.33 ,186,5,,6.2,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056467,inventory,true,goods,,,,
PolePad,PolePad-Black/5 in/192 in,POL-192-5IN-BLA, $ 420.10 , $ 378.09 ,192,5,,6.4,,, Black ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056469,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/36 in,POL-36I-5IN-GRE, $ 195.93 , $ 176.34 ,36,5,,1.2,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056795,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/42 in,POL-42I-5IN-GRE, $ 204.55 , $ 184.10 ,42,5,,1.4,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056797,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/48 in,POL-48I-5IN-GRE, $ 213.18 , $ 191.86 ,48,5,,1.6,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056799,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/54 in,POL-54I-5IN-GRE, $ 221.80 , $ 199.62 ,54,5,,1.8,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056801,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/60 in,POL-60I-5IN-GRE, $ 230.42 , $ 207.38 ,60,5,,2,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056803,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/66 in,POL-66I-5IN-GRE, $ 239.04 , $ 215.14 ,66,5,,2.2,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056805,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/72 in,POL-72I-5IN-GRE, $ 247.66 , $ 222.89 ,72,5,,2.4,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056807,inventory,true,goods,,,,
PolePad,PolePad-Grey/5 in/78 in,POL-78I-5IN-GRE, $ 256.29 , $ 230.66 ,78,5,,2.6,,, Grey ," These are custom-made, ready-to-install padded covers for your boat lift’s guide poles. Made to fit loosely for easy installation and removal, yet stays put while your lift is submerged. PolePads are made to order, just provide your pole measurements and we’ll do the rest!

The Details
- No care instructions. Set it and forget it.
- Durable, UV-resistant outer shell
- Padded interior for added support
- Ships directly to your door

Best Use: Lift guide poles, trailer guide poles ", PolePad.jpg ,TRUE,,PolePad,$10.00,No,0,,25,fifo,PilePad,true,2663788000013056809,inventory,true,goods,,,,
